id;sentencas;documento
14;['Mais de 500 pessoas morreram em inundações na Coréia do Norte'];Mais de 500 pessoas morreram em inundações na Coréia do Norte
15;"['Ao menos 549 pessoas morreram e outras 295 ainda estão desaparecidas em conseqüência das enchentes que atingiram a Coréia do Norte em julho, segundo um jornal japonês pró-Pyongyang.', 'A mídia norte-coreana já havia confirmado ""centenas"" de mortes provocadas pelas chuvas fortes que atingiram o país durante vários dias no mês passado.', 'Mas os números publicados pelo diário japonês Chosun Shinbo são os mais específicos já divulgados em relação à extensão do desastre.', 'No mês passado, a FAO (agência da ONU para alimentação) estimou que cerca de 60 mil pessoas haviam sido desabrigadas pelas chuvas na Coréia do Norte.', 'Mais de 7 mil casas foram destruídas ou danificadas, segundo o Chosun Shinbo, e quase 16 mil hectares de terra cultivada foram inundadas.', '""', 'Esforços de recuperação estão ocorrendo em uma velocidade rápida"", disse o jornal em sua página na internet.', 'Na Coréia do Sul, o líder do opositor Grande Partido Nacional, Kang Jae-sup, pediu o estabelecimento de uma missão de investigação para ser enviada ao país comunista para determinar a extensão real dos estragos, segundo a agência de notícias Yonhap.', 'Um grupo de ativistas sugeriu que o número de mortos ou desaparecidos pode chegar a 10 mil, mas não revelou de onde obteve a informação.', 'O regime norte-coreano costuma manter segredo sobre detalhes de acidentes ou desastres naturais, tornando difícil a confirmação de qualquer informação desse tipo.', 'Mas as autoridades norte-coreanas cancelaram uma grande apresentação de ginástica, chamada Arirang, que é uma importante fonte de recursos para o país, para se concentrar nos esforços de recuperação após as enchentes.', 'A Coréia do Norte recusou ofertas de agências internacionais para o lançamento de campanhas de ajuda ao país, mas uma autoridade local disse na semana passada que Pyongyang aceitaria ajuda da Coréia do Sul se fosse dada sem condições.', 'A Coréia do Sul suspendeu o envio de alimentos ao norte por causa de suas preocupações sobre a paralisação nas negociações sobre o programa nuclear norte-coreano e os recentes testes de mísseis realizados por Pyongyang.']";"Ao menos 549 pessoas morreram e outras 295 ainda estão desaparecidas em conseqüência das enchentes que atingiram a Coréia do Norte em julho, segundo um jornal japonês pró-Pyongyang. A mídia norte-coreana já havia confirmado ""centenas"" de mortes provocadas pelas chuvas fortes que atingiram o país durante vários dias no mês passado. Mas os números publicados pelo diário japonês Chosun Shinbo são os mais específicos já divulgados em relação à extensão do desastre. No mês passado, a FAO (agência da ONU para alimentação) estimou que cerca de 60 mil pessoas haviam sido desabrigadas pelas chuvas na Coréia do Norte. Mais de 7 mil casas foram destruídas ou danificadas, segundo o Chosun Shinbo, e quase 16 mil hectares de terra cultivada foram inundadas. ""Esforços de recuperação estão ocorrendo em uma velocidade rápida"", disse o jornal em sua página na internet. Na Coréia do Sul, o líder do opositor Grande Partido Nacional, Kang Jae-sup, pediu o estabelecimento de uma missão de investigação para ser enviada ao país comunista para determinar a extensão real dos estragos, segundo a agência de notícias Yonhap. Um grupo de ativistas sugeriu que o número de mortos ou desaparecidos pode chegar a 10 mil, mas não revelou de onde obteve a informação. O regime norte-coreano costuma manter segredo sobre detalhes de acidentes ou desastres naturais, tornando difícil a confirmação de qualquer informação desse tipo. Mas as autoridades norte-coreanas cancelaram uma grande apresentação de ginástica, chamada Arirang, que é uma importante fonte de recursos para o país, para se concentrar nos esforços de recuperação após as enchentes. A Coréia do Norte recusou ofertas de agências internacionais para o lançamento de campanhas de ajuda ao país, mas uma autoridade local disse na semana passada que Pyongyang aceitaria ajuda da Coréia do Sul se fosse dada sem condições. A Coréia do Sul suspendeu o envio de alimentos ao norte por causa de suas preocupações sobre a paralisação nas negociações sobre o programa nuclear norte-coreano e os recentes testes de mísseis realizados por Pyongyang."
16;"[""Enchentes na Coréia do Norte 'mataram 549'""]";Enchentes na Coréia do Norte 'mataram 549'
17;"['Quinze voluntários da ONG francesa', 'Ação', 'Contra a Fome (ACF)', 'foram assassinados no nordeste do Sri Lanka, informou hoje um porta-voz da organização.', 'Os crimes aconteceram na cidade de Muttur, que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil (LTTE).', 'Os corpos de 11 homens e 4 mulheres de etnia tâmil, vestidos com camisetas da ACF, apareceram na semana passada no escritório da organização.', 'O diretor da ACF no Sri Lanka, Benoit Miribel, confirmou a morte de seus funcionários e afirmou, comovido, que a ONG ""não sofreu uma perda similar em seus mais de 25 anos de existência"".', '""', 'Tentamos enviar uma equipe a Muttur para averiguar o que está acontecendo, mas os soldados não permitiram que entrássemos na cidade, que está totalmente bloqueada"", afirmou.', 'Até o momento, as autoridades do Sri Lanka não confirmaram as mortes ou esclareceram o que acontece na cidade de Muttur.', 'O violento conflito começou em 26 de julho, quando as tropas aéreas do governo bombardearam posições da guerrilha, depois que os rebeldes bloquearam uma represa situada em seu território por mais de uma semana, impedindo a provisão de água em localidades sob controle governamental.', 'No domingo, o LTTE ofereceu o cessar-fogo em troca do desbloqueio da presa, mas o governo rejeitou a oferta e lançou uma nova ofensiva sobre a área, de onde mais de 15 mil civis foram obrigados a fugir na última semana.', 'Os rebeldes afirmaram que consideram o novo bombardeio do Exército equivalente a ""uma declaração de guerra"".', 'O enviado especial da Noruega para a paz no Sri Lanka, Jon Hanssen-Bauer, chegou na semana passada à ilha e manteve diferentes reuniões com as duas partes, na tentativa de reduzir a tensão e evitar a volta a uma guerra civil.']";"Quinze voluntários da ONG francesa Ação Contra a Fome (ACF) foram assassinados no nordeste do Sri Lanka, informou hoje um porta-voz da organização. Os crimes aconteceram na cidade de Muttur, que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil (LTTE). Os corpos de 11 homens e 4 mulheres de etnia tâmil, vestidos com camisetas da ACF, apareceram na semana passada no escritório da organização. O diretor da ACF no Sri Lanka, Benoit Miribel, confirmou a morte de seus funcionários e afirmou, comovido, que a ONG ""não sofreu uma perda similar em seus mais de 25 anos de existência"". ""Tentamos enviar uma equipe a Muttur para averiguar o que está acontecendo, mas os soldados não permitiram que entrássemos na cidade, que está totalmente bloqueada"", afirmou. Até o momento, as autoridades do Sri Lanka não confirmaram as mortes ou esclareceram o que acontece na cidade de Muttur. O violento conflito começou em 26 de julho, quando as tropas aéreas do governo bombardearam posições da guerrilha, depois que os rebeldes bloquearam uma represa situada em seu território por mais de uma semana, impedindo a provisão de água em localidades sob controle governamental. No domingo, o LTTE ofereceu o cessar-fogo em troca do desbloqueio da presa, mas o governo rejeitou a oferta e lançou uma nova ofensiva sobre a área, de onde mais de 15 mil civis foram obrigados a fugir na última semana. Os rebeldes afirmaram que consideram o novo bombardeio do Exército equivalente a ""uma declaração de guerra"". O enviado especial da Noruega para a paz no Sri Lanka, Jon Hanssen-Bauer, chegou na semana passada à ilha e manteve diferentes reuniões com as duas partes, na tentativa de reduzir a tensão e evitar a volta a uma guerra civil."
18;['Quinze voluntários de ONG francesa são mortos no Sri Lanka'];Quinze voluntários de ONG francesa são mortos no Sri Lanka
19;"['Quinze voluntários da ONG francesa', 'Ação', 'Contra a Fome (ACF)', 'foram assassinados no nordeste do Sri Lanka.', 'Os crimes aconteceram na cidade de Muttur, que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil (LTTE).', 'Os corpos de 11 homens e 4 mulheres de etnia tâmil, vestidos com camisetas da ACF, apareceram na semana passada no escritório da organização.', 'O diretor da ACF no Sri Lanka, Benoit Miribel, confirmou a morte de seus funcionários e afirmou, comovido, que a ONG ""não sofreu uma perda similar em seus mais de 25 anos de existência"".', '""', 'Tentamos enviar uma equipe a Muttur para averiguar o que está acontecendo, mas os soldados não permitiram que entrássemos na cidade, que está totalmente bloqueada"", afirmou.', 'Até o momento, as autoridades do Sri Lanka não confirmaram as mortes ou esclareceram o que acontece na cidade de Muttur.', 'O violento conflito começou em 26 de julho, quando as tropas aéreas do Governo bombardearam posições da guerrilha, depois que os rebeldes bloquearam uma represa situada em seu território por mais de uma semana, impedindo a provisão de água em localidades sob controle governamental.', 'No domingo, o LTTE ofereceu o cessar-fogo em troca do desbloqueio da presa, mas o Governo rejeitou a oferta e lançou uma nova ofensiva sobre a área, de onde mais de 15 mil civis foram obrigados a fugir na última semana.', 'Os rebeldes afirmaram que consideram o novo bombardeio do Exército equivalente a ""uma declaração de guerra"".', 'O enviado especial da Noruega para a paz no Sri Lanka, Jon Hansse-Bauer, chegou na semana passada à ilha e manteve diferentes reuniões com as duas partes, na tentativa de reduzir a tensão e evitar a volta a uma guerra civil.']";"Quinze voluntários da ONG francesa Ação Contra a Fome (ACF) foram assassinados no nordeste do Sri Lanka. Os crimes aconteceram na cidade de Muttur, que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil (LTTE). Os corpos de 11 homens e 4 mulheres de etnia tâmil, vestidos com camisetas da ACF, apareceram na semana passada no escritório da organização. O diretor da ACF no Sri Lanka, Benoit Miribel, confirmou a morte de seus funcionários e afirmou, comovido, que a ONG ""não sofreu uma perda similar em seus mais de 25 anos de existência"". ""Tentamos enviar uma equipe a Muttur para averiguar o que está acontecendo, mas os soldados não permitiram que entrássemos na cidade, que está totalmente bloqueada"", afirmou. Até o momento, as autoridades do Sri Lanka não confirmaram as mortes ou esclareceram o que acontece na cidade de Muttur. O violento conflito começou em 26 de julho, quando as tropas aéreas do Governo bombardearam posições da guerrilha, depois que os rebeldes bloquearam uma represa situada em seu território por mais de uma semana, impedindo a provisão de água em localidades sob controle governamental. No domingo, o LTTE ofereceu o cessar-fogo em troca do desbloqueio da presa, mas o Governo rejeitou a oferta e lançou uma nova ofensiva sobre a área, de onde mais de 15 mil civis foram obrigados a fugir na última semana. Os rebeldes afirmaram que consideram o novo bombardeio do Exército equivalente a ""uma declaração de guerra"". O enviado especial da Noruega para a paz no Sri Lanka, Jon Hansse-Bauer, chegou na semana passada à ilha e manteve diferentes reuniões com as duas partes, na tentativa de reduzir a tensão e evitar a volta a uma guerra civil."
20;['Quinze voluntários são assassinados no Sri Lanka'];Quinze voluntários são assassinados no Sri Lanka
21;"['Quinze funcionários locais de uma organização de caridade francesa no Sri Lanka foram encontrados mortos na cidade de Muttur, no norte do país.', 'Segundo um representante do grupo Action Contre la Faim, os corpos foram encontrados no escritório da organização.', 'Confrontos entre o Exército e o grupo rebelde Tigres Tâmeis eclodiram na região de Muttur há duas semanas, após a guerrilha ter cortado o suprimento de água para alguns vilarejos.', 'No domingo, o Exército bombardeou posições rebeldes na área.', 'Os ataques ocorreram apesar de um acordo assinado pelos Tigres Tâmeis para permitir a reabertura do reservatório de água e a ameaça de que novos bombardeios seriam considerados pelo grupo como uma declaração de guerra.', 'Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa.', 'O diretor-geral da Action Contre la Faim, Benoit Miribel, disse que a organização nunca havia sofrido uma perda tão grande em 25 anos de existência.', 'Segundo ele, o grupo pretendia enviar uma equipe à região, mas foi impedido por soldados.', '""Nossa simpatia está com as famílias das vítimas e com todos os civis afetados por este massacre, cuja escala ainda é desconhecida"", disse Miribel.', 'Os funcionários da organização, da etnia tâmil, trabalhavam com ajuda humanitária e reconstrução pós-tsunami.', 'Uma página na internet pró-Tigres', 'Tâmeis responsabilizou o governo pelas mortes, mas o Exército rejeitou a acusação.', 'O líder da ala política do grupo, S. P. Thamilselvan, disse que a decisão do governo de retomar os bombardeios é ""uma declaração de guerra"".', 'Mas o Exército do Sri Lanka disse que os Tigres Tâmeis haviam iniciado os ataques.', '""Quando os terroristas abriram com sua artilharia, nós não tivemos escolha senão retaliar"", disse o porta-voz do Exército Abdullah Jayawardene à BBC.', 'Os confrontos em Muttur têm sido os mais intensos na ilha desde a assinatura de um cessar-fogo há quatro anos.', 'O governo diz estar comprometido com a trégua, mas a situação política com os rebeldes, que lutam pela independência do norte e do leste do país, permanece em um impasse.', 'Pelo menos 60 mil pessoas já morreram no país por conta da violência desde o início da insurgência rebelde, há três décadas.']";"Quinze funcionários locais de uma organização de caridade francesa no Sri Lanka foram encontrados mortos na cidade de Muttur, no norte do país. Segundo um representante do grupo Action Contre la Faim, os corpos foram encontrados no escritório da organização. Confrontos entre o Exército e o grupo rebelde Tigres Tâmeis eclodiram na região de Muttur há duas semanas, após a guerrilha ter cortado o suprimento de água para alguns vilarejos. No domingo, o Exército bombardeou posições rebeldes na área. Os ataques ocorreram apesar de um acordo assinado pelos Tigres Tâmeis para permitir a reabertura do reservatório de água e a ameaça de que novos bombardeios seriam considerados pelo grupo como uma declaração de guerra. Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa. O diretor-geral da Action Contre la Faim, Benoit Miribel, disse que a organização nunca havia sofrido uma perda tão grande em 25 anos de existência. Segundo ele, o grupo pretendia enviar uma equipe à região, mas foi impedido por soldados. ""Nossa simpatia está com as famílias das vítimas e com todos os civis afetados por este massacre, cuja escala ainda é desconhecida"", disse Miribel. Os funcionários da organização, da etnia tâmil, trabalhavam com ajuda humanitária e reconstrução pós-tsunami. Uma página na internet pró-Tigres Tâmeis responsabilizou o governo pelas mortes, mas o Exército rejeitou a acusação. O líder da ala política do grupo, S. P. Thamilselvan, disse que a decisão do governo de retomar os bombardeios é ""uma declaração de guerra"". Mas o Exército do Sri Lanka disse que os Tigres Tâmeis haviam iniciado os ataques. ""Quando os terroristas abriram com sua artilharia, nós não tivemos escolha senão retaliar"", disse o porta-voz do Exército Abdullah Jayawardene à BBC. Os confrontos em Muttur têm sido os mais intensos na ilha desde a assinatura de um cessar-fogo há quatro anos. O governo diz estar comprometido com a trégua, mas a situação política com os rebeldes, que lutam pela independência do norte e do leste do país, permanece em um impasse. Pelo menos 60 mil pessoas já morreram no país por conta da violência desde o início da insurgência rebelde, há três décadas."
22;['Membros de ONG no Sri Lanka são encontrados mortos'];Membros de ONG no Sri Lanka são encontrados mortos
23;['O ministro da Saúde egípcio, Hatem El-Gabaly, informou nesta segunda-feira que 57 pessoas morreram e 128 ficaram feridas no choque entre dois trens de passageiros no delta do Nilo, ao norte do Cairo.', 'Os feridos, vários deles em estado grave, foram levados para seis hospitais da região onde aconteceu o acidente, um dos piores ocorridos no Egito desde 2002, disse El-Gabaly, citado pela agência egípcia de notícias Mena.', 'Fontes policiais e médicas informaram anteriormente que pelo menos 80 pessoas tinham morrido no acidente.', 'O acidente ocorreu às 7h15 (1h15 em Brasília) entre um trem procedente da cidade nortista de Lardo e outro que esperava na estação Qalyoub, 20 quilômetros ao norte da capital do Egito.', 'Mais de 45 ambulâncias levaram as vítimas aos hospitais de Qaliubiya e de Shebin al-Qanater.', 'Efetivos do Exército, membros da Defesa Civil e equipes médicas participam dos trabalhos de resgate.', 'O Governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha da de Qaliub.', 'Fontes do Ministério de Transporte disseram que vários vagões descarrilaram e tombaram, e que os bombeiros conseguiram controlar um incêndio no trem que procedia de Lardo.', 'A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor (sul), lotado de passageiros, e que deixou 376 mortos, segundo números oficiais.'];O ministro da Saúde egípcio, Hatem El-Gabaly, informou nesta segunda-feira que 57 pessoas morreram e 128 ficaram feridas no choque entre dois trens de passageiros no delta do Nilo, ao norte do Cairo. Os feridos, vários deles em estado grave, foram levados para seis hospitais da região onde aconteceu o acidente, um dos piores ocorridos no Egito desde 2002, disse El-Gabaly, citado pela agência egípcia de notícias Mena. Fontes policiais e médicas informaram anteriormente que pelo menos 80 pessoas tinham morrido no acidente. O acidente ocorreu às 7h15 (1h15 em Brasília) entre um trem procedente da cidade nortista de Lardo e outro que esperava na estação Qalyoub, 20 quilômetros ao norte da capital do Egito. Mais de 45 ambulâncias levaram as vítimas aos hospitais de Qaliubiya e de Shebin al-Qanater. Efetivos do Exército, membros da Defesa Civil e equipes médicas participam dos trabalhos de resgate. O Governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha da de Qaliub. Fontes do Ministério de Transporte disseram que vários vagões descarrilaram e tombaram, e que os bombeiros conseguiram controlar um incêndio no trem que procedia de Lardo. A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor (sul), lotado de passageiros, e que deixou 376 mortos, segundo números oficiais.
24;['Choque entre trens mata pelo menos 57 pessoas no Egito Número de mortos pode aumentar devido ao estado grave de vários dos feridos e aos cadáveres ainda existentes sob os vagões dos dois trens'];Choque entre trens mata pelo menos 57 pessoas no Egito Número de mortos pode aumentar devido ao estado grave de vários dos feridos e aos cadáveres ainda existentes sob os vagões dos dois trens
25;['Uma colisão entre dois trens de passageiros provocou a morte de pelo menos 80 pessoas e deixou 165 feridas.', 'O acidente ocorreu no delta do Nilo, ao norte de Cairo, no Egito.', 'No entanto, o ministro da Saúde, Hatem El-Gabaly, insistiu que até o momento foram recuperados apenas 36 cadáveres e que 133 feridos foram encaminhados a hospitais da região.', 'A emissora de TV estatal Nile News mostrou as primeiras imagens do acidente, nas quais era possível ver vários cadáveres que ainda se encontram no interior ou sob os vagões descarrilados.', 'Fontes do Ministério de Transporte disseram que o número de mortos pode aumentar devido ao estado grave de vários dos feridos e que ainda há cadáveres sob os vagões dos dois trens.', 'Mais de 45 ambulâncias foram enviadas ao local do acidente para socorrer as vítimas.', 'O governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha de Qaliub.', 'Trata-se do terceiro acidente deste tipo no Delta do Nilo desde 28 de fevereiro, quando cerca de 20 pessoas ficaram feridas em choque entre dois trens em Beheira, 150 quilômetros ao norte do Cairo.', 'No dia 1° de maio, mais de 40 pessoas ficaram feridas em um acidente similar na província de Al Sharquiya, cerca de 100 quilômetros ao norte da capital.', 'A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor (sul), lotado de passageiros, e que deixou 376 mortos, segundo números oficiais.'];Uma colisão entre dois trens de passageiros provocou a morte de pelo menos 80 pessoas e deixou 165 feridas. O acidente ocorreu no delta do Nilo, ao norte de Cairo, no Egito. No entanto, o ministro da Saúde, Hatem El-Gabaly, insistiu que até o momento foram recuperados apenas 36 cadáveres e que 133 feridos foram encaminhados a hospitais da região. A emissora de TV estatal Nile News mostrou as primeiras imagens do acidente, nas quais era possível ver vários cadáveres que ainda se encontram no interior ou sob os vagões descarrilados. Fontes do Ministério de Transporte disseram que o número de mortos pode aumentar devido ao estado grave de vários dos feridos e que ainda há cadáveres sob os vagões dos dois trens. Mais de 45 ambulâncias foram enviadas ao local do acidente para socorrer as vítimas. O governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha de Qaliub. Trata-se do terceiro acidente deste tipo no Delta do Nilo desde 28 de fevereiro, quando cerca de 20 pessoas ficaram feridas em choque entre dois trens em Beheira, 150 quilômetros ao norte do Cairo. No dia 1° de maio, mais de 40 pessoas ficaram feridas em um acidente similar na província de Al Sharquiya, cerca de 100 quilômetros ao norte da capital. A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor (sul), lotado de passageiros, e que deixou 376 mortos, segundo números oficiais.
26;['Colisão entre trens deixa 80 mortos e 165 feridos no Egito'];Colisão entre trens deixa 80 mortos e 165 feridos no Egito
27;"['Pelo menos 80 pessoas morreram e mais de 165 ficaram feridas nesta segunda-feira após a colisão de dois trens de passageiros no delta do Nilo, ao norte do Cairo, informaram fontes policiais e médicas.', 'A emissora de TV estatal ""Nile News"" mostrou as primeiras imagens do acidente, nas quais era possível ver vários cadáveres que ainda se encontram no interior ou sob os vagões descarrilados.', 'No entanto, o ministro da Saúde, Hatem El-Gabaly, insistiu que até o momento foram recuperados apenas 36 cadáveres e que 133 feridos foram encaminhados a hospitais da região.', 'Mais de 45 ambulâncias foram enviadas ao local do acidente para socorrer as vítimas', 'O governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha de Qaliub.', 'A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor, lotado de passageiros, e que deixou 376 mortos, segundo números oficiais.']";"Pelo menos 80 pessoas morreram e mais de 165 ficaram feridas nesta segunda-feira após a colisão de dois trens de passageiros no delta do Nilo, ao norte do Cairo, informaram fontes policiais e médicas. A emissora de TV estatal ""Nile News"" mostrou as primeiras imagens do acidente, nas quais era possível ver vários cadáveres que ainda se encontram no interior ou sob os vagões descarrilados. No entanto, o ministro da Saúde, Hatem El-Gabaly, insistiu que até o momento foram recuperados apenas 36 cadáveres e que 133 feridos foram encaminhados a hospitais da região. Mais de 45 ambulâncias foram enviadas ao local do acidente para socorrer as vítimas O governador de Qaluibiya, Adli Hussein, que se deslocou junto com outros vários altos funcionários egípcios ao local do acidente, afirmou que a colisão ocorreu quando o trem número 808 que circulava em alta velocidade se chocou com a parte traseira de outro, que vinha de Qaliub. A maior tragédia ferroviária da história do Egito ocorreu em fevereiro de 2002, após o incêndio de um trem que cobria o trajeto entre Cairo e Luxor, lotado de passageiros, e que deixou 376 mortos, segundo números oficiais."
28;['Nove pessoas morreram, três delas crianças, e outras 25 ficaram feridas nesta segunda-feira em uma explosão ocorrida em um mercado de Moscou, informou a polícia.', 'A explosão, supostamente causada por vazamento de um botijão de gás, foi registrada por volta das 10h40 (3h40 de Brasília) no setor denominado Evrazia do mercado Cherkizov, um dos maiores shoppings da capital da Rússia.', 'A maioria dos feridos, entre os quais há quatro com menos de 18 anos, foi hospitalizada.', 'Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local, que foi isolado pela polícia.', 'A procuradoria de Moscou anunciou a criação de um grupo especial para investigar o acidente.', 'Fontes do Ministério do Interior da Rússia citadas pela agência Interfax descartaram a possibilidade de a explosão em Cherkizov ter sido um ataque terrorista.'];Nove pessoas morreram, três delas crianças, e outras 25 ficaram feridas nesta segunda-feira em uma explosão ocorrida em um mercado de Moscou, informou a polícia. A explosão, supostamente causada por vazamento de um botijão de gás, foi registrada por volta das 10h40 (3h40 de Brasília) no setor denominado Evrazia do mercado Cherkizov, um dos maiores shoppings da capital da Rússia. A maioria dos feridos, entre os quais há quatro com menos de 18 anos, foi hospitalizada. Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local, que foi isolado pela polícia. A procuradoria de Moscou anunciou a criação de um grupo especial para investigar o acidente. Fontes do Ministério do Interior da Rússia citadas pela agência Interfax descartaram a possibilidade de a explosão em Cherkizov ter sido um ataque terrorista.
29;['Explosão em mercado mata 9 pessoas em Moscou'];Explosão em mercado mata 9 pessoas em Moscou
30;"['Uma explosão causou nesta segunda-feira a morte de dez pessoas e deixou cerca de 30 feridas no mercado Cherkizov de Moscou.', 'De acordo com a polícia da capital russa, uma bomba causou o incidente.', 'As autoridades policiais de Moscou assinalaram que no recinto do mercado, situado no Nordeste da cidade, foi detonada uma carga explosiva.', '- Por causa da explosão, morreram dez pessoas e 31 foram hospitalizadas - declarou à agência ""Interfax"" o alto funcionário de Moscou, Vladimir Resin.', 'Anteriormente, a Polícia havia informado sobre nove mortos, sendo três deles crianças, e 25 feridos.', 'Pouco depois da detonação, ocorrida às 10h40 (3h40 em Brasília), fontes da polícia moscovita adiantaram que ela teria acontecido provavelmente por causa da explosão acidental de um bujão de gás.', '- Isto não foi um acidente, foi proposital - disse Resin, citado pela agência oficial russa ""Itar-Tass"".', 'A Promotoria de Moscou começou um processo penal por assassinato, não por terrorismo, o que indica que as autoridades têm uma tendência a acreditar que a explosão possa ter sido um acerto de contas entre delinqüentes.', '- No curso da investigação, serão examinadas todas as versões, incluindo a de um ataque terrorista - informou o centro de imprensa da Promotoria de Moscou.', 'A bomba detonou no interior de uma cafeteria localizada no setor denominado ""Evrazia"" do mercado Cherkizov.', '- Testemunhas viram quando dois desconhecidos deixaram uma bolsa e saíram correndo da cafeteria.', 'Pouco depois aconteceu a explosão - disse um porta-voz policial citado pela ""Itar-Tass"".', 'O delegado de Moscou, Yuri Siomin, que se dirigiu ao local, declarou que a potência da bomba era equivalente a de até 1,2kg de TNT.']";"Uma explosão causou nesta segunda-feira a morte de dez pessoas e deixou cerca de 30 feridas no mercado Cherkizov de Moscou. De acordo com a polícia da capital russa, uma bomba causou o incidente. As autoridades policiais de Moscou assinalaram que no recinto do mercado, situado no Nordeste da cidade, foi detonada uma carga explosiva. - Por causa da explosão, morreram dez pessoas e 31 foram hospitalizadas - declarou à agência ""Interfax"" o alto funcionário de Moscou, Vladimir Resin. Anteriormente, a Polícia havia informado sobre nove mortos, sendo três deles crianças, e 25 feridos. Pouco depois da detonação, ocorrida às 10h40 (3h40 em Brasília), fontes da polícia moscovita adiantaram que ela teria acontecido provavelmente por causa da explosão acidental de um bujão de gás. - Isto não foi um acidente, foi proposital - disse Resin, citado pela agência oficial russa ""Itar-Tass"". A Promotoria de Moscou começou um processo penal por assassinato, não por terrorismo, o que indica que as autoridades têm uma tendência a acreditar que a explosão possa ter sido um acerto de contas entre delinqüentes. - No curso da investigação, serão examinadas todas as versões, incluindo a de um ataque terrorista - informou o centro de imprensa da Promotoria de Moscou. A bomba detonou no interior de uma cafeteria localizada no setor denominado ""Evrazia"" do mercado Cherkizov. - Testemunhas viram quando dois desconhecidos deixaram uma bolsa e saíram correndo da cafeteria. Pouco depois aconteceu a explosão - disse um porta-voz policial citado pela ""Itar-Tass"". O delegado de Moscou, Yuri Siomin, que se dirigiu ao local, declarou que a potência da bomba era equivalente a de até 1,2kg de TNT."
31;['Explosão em mercado foi provocada por bomba, diz Polícia russa'];Explosão em mercado foi provocada por bomba, diz Polícia russa
